A3,A4
2724,783
2471,667
2260,1792
2923,696
2893,2619
2339,2649
2445,1425
2009,65
2461,821
2927,705
2960,2635
2509,1278
2994,2346
2499,1864
2578,557
2908,1595
2248,2976
2380,2063
2842,917
2247,2835
2584,140
2979,1235
2312,1210
2631,1182
2089,2943
2863,274
2886,371
2069,2309
2573,2036
2186,957
2348,2564
2492,2122
2213,1424
2589,2037
2184,11
2928,2561
2767,563
2258,1050
2109,2281
2292,313
2372,1933
2101,1220
2899,1750
2061,2996
2150,705
2092,1211
2141,2588
2104,640
2166,2856
2490,997
2202,1929
2428,1053
2467,434
2291,2026
2517,297
2428,2477
2014,2214
2909,2934
2770,2385
2687,2143
2325,606
2122,2977
2756,151
2702,2051
2927,1124
2250,1640
2467,2589
2368,134
2293,1879
2204,1202
2171,1129
2751,2781
2349,2444
2474,65
2742,591
2714,2411
2974,1613
2881,1718
2342,128
2919,2212
2756,2079
2309,2681
2826,1156
2429,495
2483,1516
2183,1828
2008,674
2394,384
2807,1368
2355,1219
2160,2386
2041,1091
2815,610
2606,1871
2028,162
2527,1002
2639,983
2830,1402
2534,2627
2026,1262
2506,1025
2187,1564
2906,320
2265,2525
2729,522
2476,1656
2277,683
2330,2973
2662,921
2945,2411
2890,1620
2027,419
2819,2766
2500,1240
2652,2455
2604,1113
2429,1574
2338,1991
2983,1097
2162,2739
2649,2903
2877,2445
2783,1868
2824,512
2625,66
2491,2339
2298,23
2216,717
2251,248
2047,2248
2051,947
2720,1336
2313,2949
2943,2851
2302,1601
2078,1002
2216,2367
2250,547
2393,2396
2364,2787
2486,984
2280,576
2285,380
2725,2679
2330,2707
2349,1264
2585,2087
2522,636
2238,1066
2469,62
2433,47
2613,853
2966,2141
2324,2809
2668,782
2127,2639
2004,1504
2945,1941
2882,1417
2502,1421
2539,25
2350,127
2377,1592
2954,2708
2476,2576
2845,1426
2971,331
2351,2911
2040,359
2189,2765
2686,2359
2711,2222
2773,681
2334,1093
2929,2243
2400,731
2405,566
2425,2481
2612,1207
2211,1566
2362,2803
2835,1414
2094,1929
2661,2340
2078,584
2486,146
2760,1703
2735,1873
2710,2585
2440,1515
2108,1555
2759,2073
2310,122
2203,790
2376,700
2145,1441
2757,1264
2780,2837
2738,161
2330,830
2369,2374
2796,1664
2501,616
2133,2982
2514,2910
2599,2702
2153,914
2108,1564
2075,2150
2699,1594
2178,1407
2354,36
2176,336
2872,1647
2599,304
2773,1341
2330,864
2777,1766
2773,303
2346,74
2228,1648
2687,1734
2571,830
2315,2621
2195,1582
2032,1775
2792,2924
2022,710
2559,756
2691,1960
2443,852
2338,1696
2274,713
2656,961
2570,2753
2221,1624
2839,230
2671,491
2512,2938
2959,63
2290,457
2560,908
2904,2325
2274,1130
2550,1830
2688,2228
2722,828
2763,54
2070,280
2384,483
2417,1325
2559,1275
2434,460
2905,1043
2325,2613
2392,846
2038,2382
2528,1527
2190,743
2015,720
2721,1608
2326,677
2864,1510
2557,2999
2128,347
2254,2442
2489,1946
2037,84
2360,2981
2712,2470
2483,2534
2995,385
2064,1675
2701,25
2316,2078
2855,1558
2815,962
2572,1233
2114,1777
2743,2253
2877,886
2478,1721
2971,2399
2688,2808
2713,2235
2846,589
2843,2787
2788,249
2909,1302
2342,2395
2361,30
2341,2302
2616,2946
2440,2719
2061,1327
2973,1545
2874,353
2053,2800
2728,49
2154,1390
2535,2956
2422,2432
2779,265
2148,807
2439,2073
2604,1310
2193,286
2947,99
2309,1410
2645,1689
2544,2442
2385,716
2246,373
2744,291
2147,1397
2889,1274
2986,1223
2811,1249
2782,489
2350,884
2550,161
2202,2543
2669,1283
2559,1440
2254,812
2646,1375
2425,1577
2227,1237
2510,2796
2221,324
2190,1366
2993,844
2376,1210
2288,466
2176,1595
2109,401
2176,987
2792,1390
2848,2327
2089,2841
2865,185
2473,318
2434,1658
2432,1386
2300,1989
2675,2017
2813,497
2701,1849
2232,216
2871,1668
2299,2151
2888,411
2556,2596
2425,2277
2708,1241
2810,1307
2428,375
2180,2096
2473,2335
2464,2467
2611,1722
2598,1689
2574,2650
2246,2612
2053,399
2508,1836
2997,1518
2365,977
2064,1840
2003,1213
2541,1573
2535,2681
2977,359
2918,74
2999,2302
2915,2058
2421,272
2344,134
2237,1223
2796,68
2642,1585
2299,194
2122,2276
2261,642
2954,1229
2858,821
2994,1791
2843,2734
2869,1272
2332,2880
2382,2247
2839,93
2107,2992
2795,1243
2986,2046
2196,562
2760,12
2795,1511
2158,394
2943,19
2499,2491
2089,2592
2565,624
2968,855
2508,2468
2314,542
2008,1803
2744,2446
2375,620
2463,965
2430,1228
2056,1230
2915,2463
2266,1031
2365,2214
2316,1363
2023,2424
2679,301
2342,2446
2380,575
2769,2869
2347,686
2814,1476
2030,2051
2372,189
2592,2560
2789,2307
2489,296
2946,656
2175,434
2364,852
2946,2694
2495,426
2291,2162
2416,872
2283,1307
2206,1909
2721,113
2408,764
2735,164
2377,1843
2041,688
2787,2173
2926,231
2258,960
2022,2472
2472,1668
2334,2678
2406,186
2617,2867
2146,2498
2772,982
2430,2614
2136,943
2180,826
2661,1281
2262,849
2093,2224
2909,2430
2497,2303
2552,1369
2382,2446
2923,366
2343,979
2898,748
2103,1368
2301,1683
2213,2524
2777,2039
2219,1276
2784,1675
2789,2911
2163,510
2244,1648
2359,2298
2669,791
2607,1479
2396,2207
2677,501
2268,1283
2308,2716
2432,2554
2517,2062
2202,2924
2519,1791
2855,2458
2422,1235
2089,1633
2571,2808
2993,895
2106,2694
2268,1300
2159,1753
2530,1673
2279,2782
2442,2175
2665,137
2546,822
2649,1211
2528,1244
2683,827
2363,619
2500,1543
2954,2815
2217,85
2469,2107
2547,1735
2735,353
2497,1710
2792,2580
2096,1797
2608,2412
2258,872
2045,208
2587,709
2778,2346
2620,140
2423,2226
2017,1888
2081,521
2415,203
2362,1380
2547,1168
2085,1548
2818,460
2277,210
2440,837
2904,2733
2746,2179
2949,1972
2940,1185
2169,445
2012,1586
2639,1502
2405,1250
2926,2313
2649,1203
2335,2344
2549,2930
2918,881
2990,1214
2727,519
2290,1266
2495,1316
2107,2716
2358,2880
2215,807
2393,2907
2165,2900
2255,1334
2804,2998
2216,426
2278,684
2244,147
2675,1327
2405,2453
2969,2533
2030,2280
2490,1624
2128,1698
2135,576
2639,362
2883,1466
2523,631
2865,679
2363,1041
2059,293
2870,287
2422,2973
2111,2174
2964,1235
2735,362
2992,1341
2486,1368
2032,1751
2432,2147
2355,587
2873,955
2939,1999
2156,2931
2302,553
2007,391
2463,2475
2217,1807
2059,2870
2045,29
2573,1105
2854,2185
2624,179
2900,895
2529,1550
2929,2065
2284,2985
2294,2707
2550,1500
2416,1731
2243,1460
2461,1385
2027,105
2745,2754
2724,1976
2824,68
2250,313
2458,2477
2363,1646
2537,1072
2434,2465
2880,602
2550,2191
2902,2981
2087,664
2409,1057
2060,2599
2188,2022
2327,49
2242,255
2772,938
2911,1333
2887,2224
2850,560
2040,255
2063,2948
2600,1450
2041,2520
2381,1083
2058,1641
2576,795
2950,2064
2059,100
2486,2671
2162,2501
2821,1086
2216,998
2839,1289
2370,2104
2113,2404
2429,1307
2792,324
2955,142
2349,946
2575,1471
2669,2025
2291,774
2414,2170
2726,1611
2918,393
2878,1251
2552,1439
2500,1298
2065,1293
2670,1222
2658,2839
2586,2003
2328,1089
2104,2524
2415,160
2026,509
2111,854
2752,1013
2751,1556
2596,1103
2529,998
2080,2924
2065,2499
2196,2114
2916,2847
2727,1078
2621,2287
2605,1444
2415,1406
2894,904
2452,2974
2113,1740
2416,2021
2053,2968
2477,1314
2103,2122
2263,1009
2349,2775
2334,2606
2792,2576
2213,1524
2378,1937
2584,2998
2675,1160
2613,1003
2890,1411
2618,1885
2575,1320
2575,1651
2008,1063
2511,2743
2412,289
2134,1848
2306,542
2741,696
2344,479
2959,2583
2586,339
2863,774
2247,2506
2145,1818
2236,1850
2429,1781
2911,140
2036,1835
2757,2397
2189,816
2472,2588
2211,2217
2635,1776
2247,1707
2723,1130
2574,281
2815,1919
2111,2162
2603,13
2111,769
2686,1296
2814,400
2318,218
2288,1829
2657,482
2771,431
2653,2558
2796,2572
2129,1507
2152,2977
2984,719
2339,1230
2494,363
2325,2399
2933,2776
2509,1216
2655,1925
2725,2803
2182,764
2857,558
2791,7
2070,1305
2291,312
2554,602
2799,1991
2554,1443
2217,798
2140,196
2576,131
2564,2004
2362,2036
2558,1448
2985,2823
2323,1652
2219,508
2908,2724
2724,856
2423,1516
2821,2903
2277,268
2171,1982
2126,1031
2911,2019
2738,920
2916,2645
2170,2594
2691,1555
2881,1928
2209,1485
2840,1999
2213,1061
2244,2872
2767,154
2346,1709
2348,1718
2465,1726
2835,845
2596,564
2737,2729
2865,2464
2794,1024
2495,2649
2031,2791
2539,2467
2811,1490
2428,565
2035,121
2255,1084
2285,1725
2504,841
2091,1368
2953,2558
2317,1974
2576,2240
2193,217
2672,2523
2212,869
2402,1729
2772,1265
2415,740
2074,1578
2324,171
2190,2119
2651,1583
2195,2305
2011,291
2365,2974
2544,2154
2170,1386
2066,1793
2241,1390
2477,2955
2553,2006
2958,858
2604,2170
2120,2042
2203,189
2858,1335
2215,2744
2217,655
2577,2864
2278,2292
2734,2080
2210,1744
2688,2332
2032,2640
2897,780
2628,266
2128,1098
2653,1496
2440,1118
2558,1480
2323,1484
2778,1630
2562,2679
2392,142
2280,1571
2519,2665
2308,1774
2214,1973
2162,651
2779,2775
2999,1125
2943,690
2687,1804
2862,839
2115,1644
2962,2837
2124,1874
2420,2688
2990,2389
2854,2746
2053,2892
2932,1105
2016,2841
2661,938
2786,1962
2765,1262
2314,584
2757,1817
2397,2225
2343,2887
2687,2364
2873,1985
2172,2637
2949,1755
2418,1789
2429,137
2046,2850
2211,2884
2309,260
2823,7
2566,1836
2085,2341
2097,585
2853,2487
2421,766
2187,523
2273,93
2093,1572
2161,1940
2299,1109
2246,233
2872,477
2158,2714
2071,116
2061,1489
2532,2918
2267,447
2982,1838
2009,552
2619,1790
2684,400
2777,2511
2869,796
2258,237
2087,432
2816,127
2945,1814
2253,2518
2238,2407
2351,323
2545,471
2464,2497
2880,1021
2611,240
2980,1246
2977,1513
2864,2970
2241,1979
2882,1231
2744,2107
2587,1169
2607,2580
2760,2736
2096,651
2742,1365
2199,1799
2043,1641
2918,1079
2478,2359
2501,953
2960,1161
2135,1001
2489,1169
2363,1443
2912,499
2764,1430
2035,2350
2498,1366
2175,741
2284,1300
2453,2659
2380,1411
2963,1035
2588,256
2573,1947
2705,1613
2010,7
2156,306
2434,661
2014,1837
2971,1311
2074,722
2677,2796
2696,2100
2318,2078
2223,585
2966,402
2421,2341
3000,953
2910,2740
2479,1724
2105,1101
2245,2888
2456,869
2175,1016
2892,2350
2731,2477
2802,409
2733,148
2144,1066
2983,2232
2574,2968
2523,2220
2077,198
2768,1924
2576,2886
2067,2608
2275,191
2364,1778
2605,20
2973,1120
2931,1379
2779,1783
2813,2700
2550,716
2777,384
2548,2898
2116,532
2710,1809
2722,1816
2747,262
2469,2687
2724,48
2309,73
2891,711
2837,925
2595,464
2840,1019
2685,747
2547,2007
2188,1820
2647,1862
2823,1262
2331,611
2563,1976
2349,825
2802,208
2482,515
2169,2909
2651,1726
2886,1700
2703,2716
2135,369
2452,775
2556,1474
2699,1482
2357,1847
2775,1300
2868,423
2957,2158
2852,2502
2132,1420
2845,1931
2795,631
2023,400
2821,2578
2511,1785
2462,7
2395,1374
2450,2464
2980,2862
2024,661
2732,2455
2027,1391
2756,2892
2290,1153
2833,1724
2712,2374
2119,1581
2865,2084
2223,1007
2318,194
2280,2479
2173,420
2035,1682
2843,1713
2513,354
2064,1771
2621,2327
2495,943
2873,2517
2988,63
2138,1079
2214,484
2615,2704
2626,783
2041,634
2602,2759
2421,2085
2606,1431
2133,498
2172,775
2468,357
2846,355
2369,1962
2332,1587
2709,339
2431,2110
2945,964
2276,138
2206,2369
2633,1661
2586,1593
2829,978
2423,575
2183,843
2842,1915
2463,253
2504,2200
2684,1992
2292,950
2699,2219
2027,169
2981,1089
2748,1089
2677,1582
2842,2722
2786,1297
2998,2711
2815,2417
2558,2163
2590,2410
2579,173
2724,2646
2206,298
2841,1327
2169,641
2966,281
2141,1846
2780,82
2215,2392
2510,2173
2838,774
2688,1380
2976,2854
2143,1363
2088,2757
2565,2215
2196,391
2650,863
2618,893
2604,1576
2509,833
2754,2342
2028,2395
2777,1130
2530,1
2408,1644
2072,2986
2169,283
2327,1293
2594,1774
2876,1533
2395,1488
2193,2446
2092,2135
2659,2087
2215,2069
2861,283
2856,385
2533,1877
2391,369
2731,2091
2133,1184
2908,2875
2279,2423
2483,2881
2515,2942
2729,2570
2439,186
2148,2199
2352,454
2697,1159
2235,94
2690,993
2193,697
2366,385
2426,858
2419,1218
2713,2756
2793,323
2848,1536
2584,2239
2394,860
2858,2730
2590,2947
2758,1729
2794,744
2651,2100
2590,762
2389,748
2666,1829
2562,2377
2900,1328
2812,1441
2723,2395
2688,622
2918,1169
2399,288
2968,2065
2272,2772
2818,1664
2565,2054
2913,438
2428,694
2250,1012
2831,782
2481,2644
2199,575
2498,2764
2966,1963
2166,2213
2406,420
2536,873
2918,2461
2519,765
2993,887
2781,1901
2801,2365
2743,1871
2440,1704
2338,1610
2489,849
2233,603
2804,2690
2564,1264
2522,2135
2644,704
2806,1035
2917,2679
2249,1479
2431,1696
2631,286
2518,2946
2165,350
2021,1112
2111,2851
2194,781
2108,2155
2691,2822
2761,2566
2472,2200
2645,317
2198,51
2549,2937
2227,960
2042,794
2476,1634
2334,551
2357,1328
2209,720
2384,247
2687,788
2504,1672
2047,1422
2330,1601
2520,2939
2685,2258
2694,1722
2520,1737
2262,2028
2381,1068
2130,2889
2057,2840
2126,2603
2353,2983
2950,2294
2970,1763
2337,1697
2921,2405
2650,2797
2175,2873
2977,1658
2853,186
2588,432
2020,1465
2350,2461
2108,2749
2251,2561
2220,2086
2296,2755
2101,2188
2756,1956
2681,1653
2469,1647
2123,2573
2564,2139
2881,2556
2145,1235
2654,2588
2173,2449
2447,2251
2616,678
2236,1554
2795,573
2495,350
2071,2276
2181,644
2894,2738
2596,2748
2470,2182
2103,607
2602,1835
2545,65
2442,951
2132,1506
2379,411
2158,2266
2161,2367
2914,527
2095,281
2957,2157
2553,167
2763,2165
2603,237
2745,1264
2142,2783
2595,1002
2923,1399
2046,2492
2444,2664
2775,1654
2561,1774
2080,298
2403,1642
2682,483
2297,1179
2095,2486
2499,1889
2446,284
2766,816
2752,1727
2428,2402
2016,884
2048,433
2028,2874
2672,183
2892,563
2008,251
2177,2569
2521,861
2369,2740
2736,2219
2217,1350
2489,416
2435,144
2911,1616
2183,919
2943,1756
2002,1812
2313,1641
2249,1492
2382,366
2256,2675
2051,535
2862,1068
2713,63
2101,1431
2014,1130
2349,2477
2618,2782
2498,2246
2096,679
2321,339
2757,849
2222,601
2557,2195
2311,1343
2112,1903
2088,111
2407,1194
2320,1293
2477,1059
2126,2509
2892,2558
2299,69
2462,1690
2981,372
2918,553
2985,2432
2352,2435
2325,100
2432,2805
2216,1285
2288,1548
2241,2629
2625,1555
2753,740
2930,1173
2692,2679
2838,1258
2369,371
2276,1405
2408,2140
2446,1841
2184,1312
2459,1717
2971,1975
2170,712
2200,2291
2867,1779
2069,1435
2410,2219
2126,131
2915,792
2943,2139
2677,2763
2003,501
2098,561
2619,2613
8,30
2248,2644
2120,571
2886,978
2696,757
2727,1496
2493,2036
2528,1909
2279,2412
2007,2068
2369,844
2221,2965
2224,2494
2815,1555
2036,2396
2069,1854
2450,2272
2956,2924
2678,816
2918,70
2552,17
2975,1712
2340,2778
2145,706
2127,2520
2858,1596
2883,2640
2764,1873
2434,876
2610,2782
2729,2931
2570,867
2288,1782
2343,2106
2254,1493
2079,2607
2256,1152
2117,1428
2054,2202
2386,2251
2297,2101
2027,2384
2066,520
2871,1896
2852,2624
2227,2227
2095,120
2119,828
2036,1837
2792,346
2016,1951
2726,2104
2751,1129
2542,2007
2865,2216
2641,1032
2553,2412
2097,125
2099,1960
2372,1506
2576,39
2094,895
2693,2944
2862,306
2111,885
2739,1082
2742,1686
2657,587
2907,29
2227,121
2138,2983
2041,1127
2839,2640
2910,740
2500,760
2051,1139
2952,625
2385,638
2475,742
2037,578
2448,1192
2146,712
2348,2296
2020,770
2381,1639
